10.0,0.0,0.0
9.995065603657316,0.3141075907812829,1.243449435824274
9.980267284282716,0.6279051952931337,2.4087683705085765
9.9556196460308,0.9410831331851431,3.422735529643443
9.921147013144779,1.2533323356430426,4.221639627510076
9.876883405951379,1.5643446504023086,4.755282581475767
9.822872507286887,1.873813145857246,4.990133642141358
9.759167619387474,2.1814324139654255,4.911436253643443
9.68583161128631,2.486898871648548,4.524135262330097
9.60293685676943,2.789911060392293,3.852566213878946
9.510565162951535,3.090169943749474,2.9389262614623664
9.408807689542254,3.3873792024529137,1.8406227634233907
9.297764858882514,3.681245526846779,0.6266661678215226
9.177546256839811,3.971478906347806,-0.6266661678215214
9.048270524660197,4.257792915650727,-1.8406227634233896
8.910065241883679,4.5399049973954675,-2.938926261462365
8.763066800438637,4.817536741017153,-3.852566213878947
8.607420270039437,5.090414157503713,-4.5241352623300966
8.443279255020151,5.358267949789966,-4.911436253643443
8.270805742745619,5.620833778521305,-4.990133642141358
8.090169943749475,5.877852522924732,-4.755282581475768
7.901550123756904,6.129070536529765,-4.221639627510075
7.705132427757892,6.374239897486897,-3.422735529643445
7.501110696304595,6.613118653236518,-2.4087683705085765
7.289686274214116,6.845471059286886,-1.2434494358242767
7.0710678118654755,7.071067811865475,-1.2246467991473533e-15
6.845471059286887,7.289686274214116,1.2434494358242745
6.613118653236519,7.501110696304595,2.4087683705085743
6.3742398974868975,7.705132427757892,3.422735529643443
6.129070536529766,7.901550123756903,4.221639627510074
5.877852522924732,8.090169943749475,4.755282581475767
5.620833778521305,8.270805742745619,4.990133642141358
5.3582679497899655,8.443279255020151,4.911436253643443
5.090414157503714,8.607420270039436,4.5241352623301
4.817536741017154,8.763066800438637,3.8525662138789487
4.539904997395468,8.910065241883679,2.938926261462367
4.257792915650727,9.048270524660197,1.8406227634233898
3.9714789063478055,9.177546256839811,0.6266661678215195
3.681245526846781,9.297764858882513,-0.6266661678215159
3.387379202452915,9.408807689542254,-1.8406227634233863
3.0901699437494745,9.510565162951535,-2.938926261462364
2.789911060392293,9.60293685676943,-3.8525662138789456
2.486898871648547,9.68583161128631,-4.524135262330098
2.181432413965427,9.759167619387473,-4.911436253643442
1.8738131458572473,9.822872507286887,-4.990133642141358
1.5643446504023093,9.876883405951379,-4.755282581475769
1.2533323356430426,9.921147013144779,-4.221639627510076
0.9410831331851428,9.9556196460308,-3.4227355296434423
0.6279051952931353,9.980267284282716,-2.4087683705085814
0.314107590781284,9.995065603657316,-1.243449435824278
6.123233995736766e-16,10.0,-2.4492935982947065e-15
-0.3141075907812828,9.995065603657316,1.2434494358242734
-0.627905195293134,9.980267284282716,2.408768370508577
